Account_Age,Gender,User_Age,Link_Desc,Status_Count,Friend_Count,Location,Location_IP,Status
10,0,53,0,969,210,0,0,0
10,0,37,0,7307,239,0,0,0
10,1,52,0,4240,1449,0,0,0
10,1,34,0,74,42,0,0,0
10,0,20,0,6866,330,0,0,0
10,0,26,0,31546,301,0,0,0
10,0,37,0,966,318,0,0,0
10,0,34,0,28808,1743,0,0,0
10,1,30,0,386,205,0,0,0
10,1,55,0,3763,1642,0,0,0
10,0,31,0,522,793,0,0,0
10,1,45,0,30547,489,0,0,0
10,1,55,0,6175,318,0,0,0
10,0,36,0,348,1513,0,0,0
10,1,42,0,484,431,0,0,0
10,0,24,0,2190,122,0,0,0
10,1,26,0,116,49,0,0,0
10,0,56,0,482,73,0,0,0
10,1,34,0,344,20,0,0,0
10,0,56,0,1805,191,0,0,0
10,1,36,0,748,460,0,0,0
10,0,44,0,34917,194,0,0,0
10,0,42,0,3397,390,0,0,0
10,0,54,0,5561,295,0,0,0
10,0,39,0,3526,473,0,0,0
10,0,37,0,371,70,0,0,0
10,1,50,0,1361,463,0,0,0
10,0,57,0,887,502,0,0,0
10,1,59,0,3276,549,0,0,0
10,1,43,0,971,112,0,0,0
10,0,30,0,8173,433,0,0,0
10,1,29,0,728,406,0,0,0
10,1,46,0,350,115,0,0,0
10,0,26,0,9626,1153,0,0,0
10,1,45,0,4736,1196,0,0,0
10,1,55,0,732,656,0,0,0
10,1,35,0,516,96,0,0,0
10,1,20,0,8635,1376,0,0,0
10,0,44,0,2935,302,0,0,0
10,1,51,0,1030,202,0,0,0
10,1,35,0,2035,168,0,0,0
10,0,25,0,3152,352,0,0,0
10,0,38,0,6131,366,0,0,0
10,1,20,0,3902,347,0,0,0
10,0,48,0,4357,152,0,0,0
10,1,50,0,18810,688,0,0,0
10,1,53,0,3302,934,0,0,0
10,0,48,0,160,227,0,0,0
10,1,54,0,6002,336,0,0,0
10,0,59,0,1781,427,0,0,0
10,0,28,0,1184,138,0,0,0
10,1,30,0,13159,697,0,0,0
10,1,44,0,280,1273,0,0,0
10,0,54,0,5237,241,0,0,0
10,0,30,0,611,173,0,0,0
10,1,41,0,835,768,0,0,0
10,0,55,0,1187,136,0,0,0
10,1,23,0,2185,345,0,0,0
10,1,45,0,148,548,0,0,0
10,1,22,0,1073,237,0,0,0
10,0,33,0,127,152,0,0,0
10,1,46,0,1601,405,0,0,0
10,0,25,0,704,380,0,0,0
7,1,34,1,64,721,1,1,1
7,1,30,1,69,587,1,1,1
7,1,36,1,61,782,1,1,1
7,1,52,1,96,827,1,1,1
7,0,57,1,50,506,1,1,1
7,0,30,1,67,703,1,1,1
7,1,29,1,67,624,1,1,1
7,1,33,1,56,611,1,1,1
7,0,50,1,54,551,1,1,1
7,1,50,1,46,575,1,1,1
7,0,38,1,46,542,1,1,1
7,0,37,1,66,653,1,1,1
7,0,59,1,38,515,1,1,1
7,0,46,1,42,535,1,1,1
7,1,38,1,64,626,1,1,1
7,0,49,1,66,637,1,1,1
7,0,51,1,69,712,1,1,1
7,1,55,1,55,543,1,1,1
7,0,39,1,56,511,1,1,1
7,1,48,1,54,470,1,1,1
7,0,59,1,57,636,1,1,1
7,0,31,1,59,582,1,1,1
7,1,49,1,62,537,1,1,1
7,0,24,1,59,563,1,1,1
7,0,42,1,52,548,1,1,1
7,1,56,1,44,442,1,1,1
7,1,25,1,52,519,1,1,1
7,0,24,1,62,610,1,1,1
7,1,37,1,55,527,1,1,1
7,1,38,1,69,600,1,1,1
7,0,34,1,71,672,1,1,1
7,1,35,1,48,543,1,1,1
7,0,30,1,48,500,1,1,1
7,1,56,1,53,524,1,1,1
7,1,33,1,57,593,1,1,1
7,0,47,1,47,515,1,1,1
7,0,32,1,67,579,1,1,1
7,0,47,1,67,736,1,1,1
7,1,34,1,47,534,1,1,1
7,0,31,1,39,523,1,1,1
7,1,41,1,60,555,1,1,1
7,1,39,1,52,527,1,1,1
7,1,28,1,51,544,1,1,1
7,0,45,1,53,452,1,1,1
7,1,20,1,65,607,1,1,1
7,1,30,1,43,535,1,1,1
7,0,48,1,48,568,1,1,1
7,1,56,1,43,523,1,1,1
7,1,33,1,61,537,1,1,1
7,0,52,1,53,518,1,1,1
7,1,33,1,46,529,1,1,1
7,0,34,1,42,534,1,1,1
7,0,34,1,45,513,1,1,1
7,1,49,1,52,543,1,1,1
7,0,37,1,63,572,1,1,1
7,0,59,1,51,508,1,1,1
7,0,41,1,52,540,1,1,1
7,1,56,1,56,527,1,1,1
7,1,46,1,53,566,1,1,1
7,1,44,1,64,556,1,1,1
7,0,38,1,40,527,1,1,1
7,1,49,1,58,524,1,1,1
7,1,40,1,48,536,1,1,1
7,0,21,1,57,513,1,1,1
7,1,35,1,45,529,1,1,1
7,1,58,1,56,554,1,1,1
7,0,44,1,39,546,1,1,1
7,1,31,1,53,544,1,1,1
7,0,39,1,63,575,1,1,1
7,1,58,1,52,495,1,1,1
7,0,20,1,40,548,1,1,1
7,1,45,1,39,595,1,1,1
7,1,52,1,57,623,1,1,1
7,0,32,1,60,540,1,1,1
7,0,38,1,47,520,1,1,1
7,1,58,1,61,726,1,1,1
7,1,41,1,57,528,1,1,1
7,0,39,1,56,507,1,1,1
7,0,51,1,42,512,1,1,1
7,1,41,1,51,547,1,1,1
7,1,43,1,47,503,1,1,1
7,1,23,1,40,468,1,1,1
7,1,44,1,61,520,1,1,1
7,1,54,1,64,603,1,1,1
7,0,47,1,58,706,1,1,1
7,1,57,1,54,512,1,1,1
7,1,35,1,41,538,1,1,1
7,1,44,1,54,504,1,1,1
7,1,20,1,46,506,1,1,1
7,1,24,1,49,559,1,1,1
7,0,33,1,52,583,1,1,1
7,1,50,1,44,557,1,1,1
7,0,30,1,58,648,1,1,1
7,0,27,1,62,549,1,1,1
7,1,25,1,45,515,1,1,1
7,0,20,1,51,518,1,1,1
7,1,29,1,58,551,1,1,1
7,1,37,1,44,501,1,1,1
7,1,31,1,55,498,1,1,1
7,1,34,1,40,511,1,1,1
7,1,31,1,44,593,1,1,1
7,0,44,1,49,506,1,1,1
7,1,48,1,51,535,1,1,1
7,1,21,1,67,616,1,1,1
7,0,33,1,44,547,1,1,1
7,0,38,1,42,532,1,1,1
7,1,29,1,52,565,1,1,1
7,0,40,1,55,526,1,1,1
7,1,54,1,43,651,1,1,1
7,1,29,1,52,508,1,1,1
7,1,23,1,62,561,1,1,1
7,0,40,1,37,445,1,1,1
7,0,32,1,50,547,1,1,1
7,0,33,1,46,519,1,1,1
7,0,51,1,44,404,1,1,1
7,0,50,1,56,483,1,1,1
7,0,37,1,48,427,1,1,1
7,0,40,1,39,432,1,1,1
7,1,39,1,44,628,1,1,1
7,0,47,1,69,627,1,1,1
7,0,38,1,60,625,1,1,1
7,0,27,1,49,581,1,1,1
7,1,57,1,65,617,1,1,1
7,1,45,1,67,593,1,1,1
7,1,49,1,0,0,1,1,1
7,1,25,1,59,615,1,1,1
7,1,32,1,64,624,1,1,1
7,1,23,1,54,773,1,1,1
7,1,26,1,65,619,1,1,1
7,0,42,1,63,782,1,1,1
7,1,45,1,65,650,1,1,1
7,1,20,1,65,838,1,1,1
7,1,33,1,52,573,1,1,1
7,0,32,1,71,666,1,1,1
7,0,32,1,70,603,1,1,1
7,0,48,1,60,738,1,1,1
7,1,33,1,62,730,1,1,1
7,1,52,1,58,593,1,1,1
7,1,33,1,64,601,1,1,1
10,1,56,0,57,650,0,0,0
10,1,51,0,552,290,0,0,0
10,1,36,0,4862,160,0,0,0
10,1,20,0,1652,1974,0,0,0
10,1,43,0,1786,185,0,0,0
10,0,21,0,238,99,0,0,0
10,0,52,0,764,226,0,0,0
10,1,30,0,5745,1221,0,0,0
10,0,29,0,2703,635,0,0,0
10,1,53,0,2683,215,0,0,0
10,0,57,0,2064,590,0,0,0
10,1,53,0,709,112,0,0,0
10,0,21,0,2893,227,0,0,0
10,1,43,0,1425,70,0,0,0
10,1,31,0,246,1598,0,0,0
10,1,20,0,519,454,0,0,0
10,1,26,0,1876,146,0,0,0
10,0,47,0,13774,192,0,0,0
10,1,42,0,16195,5530,0,0,0
10,0,29,0,3885,1988,0,0,0
10,0,43,0,9147,162,0,0,0
10,1,43,0,80,187,0,0,0
10,1,48,0,684,281,0,0,0
10,0,37,0,351,76,0,0,0
10,1,51,0,6351,75,0,0,0
10,0,58,0,9372,723,0,0,0
10,0,56,0,537,552,0,0,0
10,0,21,0,446,418,0,0,0
10,0,24,0,5999,770,0,0,0
10,1,31,0,11156,104,0,0,0
10,1,41,0,139,53,0,0,0
10,0,44,0,567,171,0,0,0
10,1,37,0,77,18,0,0,0
10,0,59,0,235,152,0,0,0
10,0,53,0,25575,802,0,0,0
10,0,20,0,120,183,0,0,0
10,0,24,0,1130,111,0,0,0
10,1,37,0,79876,299,0,0,0
10,0,35,0,613,105,0,0,0
10,0,48,0,4288,199,0,0,0
10,1,41,0,3896,250,0,0,0
10,0,46,0,44,12,0,0,0
10,1,45,0,2277,536,0,0,0
10,0,49,0,326,620,0,0,0
10,0,25,0,3730,282,0,0,0
10,1,46,0,2060,164,0,0,0
10,1,39,0,787,161,0,0,0
10,1,41,0,640,227,0,0,0
10,1,30,0,2475,356,0,0,0
10,0,57,0,1334,338,0,0,0
10,0,30,0,1349,546,0,0,0
10,1,58,0,1533,168,0,0,0
10,1,26,0,413,275,0,0,0
10,0,32,0,2185,262,0,0,0
10,1,32,0,8713,774,0,0,0
10,1,40,0,650,139,0,0,0
10,1,40,0,2617,324,0,0,0
10,0,35,0,268,429,0,0,0
10,0,25,0,1110,2000,0,0,0
10,1,51,0,4707,1771,0,0,0
10,1,34,0,1447,667,0,0,0
10,0,45,0,3020,443,0,0,0
10,0,26,0,302,156,0,0,0
10,1,34,0,1809,392,0,0,0
10,0,28,0,271,63,0,0,0
10,1,37,0,8890,283,0,0,0
10,0,39,0,13300,158,0,0,0
10,0,54,0,6212,198,0,0,0
10,0,27,0,1570,761,0,0,0
10,1,35,0,1111,601,0,0,0
10,0,32,0,4812,860,0,0,0
10,0,44,0,34098,12773,0,0,0
10,0,23,0,6273,868,0,0,0
10,1,43,0,183,78,0,0,0
10,1,56,0,8387,314,0,0,0
10,1,58,0,1373,405,0,0,0
10,1,31,0,33,95,0,0,0
10,0,31,0,2636,100,0,0,0
10,0,46,0,3199,216,0,0,0
10,0,28,0,16037,320,0,0,0
10,0,21,0,5756,1853,0,0,0
10,0,24,0,4712,1988,0,0,0
10,1,58,0,1497,308,0,0,0
10,1,31,0,1959,364,0,0,0
10,0,55,0,7838,506,0,0,0
10,1,29,0,1476,187,0,0,0
10,1,51,0,5367,1159,0,0,0
10,0,50,0,1407,414,0,0,0
10,0,42,0,873,427,0,0,0
10,1,48,0,2396,68,0,0,0
10,1,51,0,1913,1172,0,0,0
10,1,21,0,96,60,0,0,0
10,1,39,0,540,220,0,0,0
10,1,23,0,21069,1636,0,0,0
10,0,33,0,6256,34,0,0,0
10,1,51,0,4043,126,0,0,0
10,1,31,0,6213,153,0,0,0
10,0,27,0,4418,282,0,0,0
10,0,54,0,478,77,0,0,0
10,1,31,0,6631,611,0,0,0
10,1,30,0,93,186,0,0,0
10,0,39,0,802,63,0,0,0
10,1,33,0,315,138,0,0,0
10,1,34,0,831,217,0,0,0
10,0,26,0,277,139,0,0,0
10,1,48,0,4082,294,0,0,0
10,0,47,0,334,368,0,0,0
10,0,24,0,299,28,0,0,0
10,0,34,0,319,53,0,0,0
10,1,33,0,549,213,0,0,0
10,1,49,0,618,125,0,0,0
10,0,36,0,421,96,0,0,0
10,0,50,0,1205,40,0,0,0
10,0,49,0,1667,194,0,0,0
10,0,55,0,9057,401,0,0,0
10,1,55,0,294,96,0,0,0
10,0,55,0,294,81,0,0,0
10,1,52,0,508,261,0,0,0
10,1,24,0,4476,257,0,0,0
10,1,45,0,1132,193,0,0,0
8,1,54,1,24,588,1,1,1
10,1,52,1,656,693,1,1,1
10,0,29,1,1234,104,1,1,1
10,0,43,1,573,227,1,1,1
9,1,58,1,675,519,1,1,1
9,1,44,1,1333,1998,1,1,1
9,1,36,1,99,1548,1,1,1
8,1,44,1,553,1930,1,1,1
8,1,38,1,1576,501,1,1,1
8,0,56,1,1378,1998,1,1,1
8,1,58,1,1444,390,1,1,1
7,1,53,1,1351,328,1,1,1
7,1,45,1,43,641,1,1,1
7,1,50,1,50,630,1,1,1
7,1,24,1,68,602,1,1,1
7,0,42,1,60,592,1,1,1
7,1,29,1,52,620,1,1,1
7,0,27,1,67,639,1,1,1
7,0,55,1,44,614,1,1,1
7,0,21,1,66,650,1,1,1
7,1,32,1,56,643,1,1,1
7,1,27,1,65,641,1,1,1
7,0,28,1,79,779,1,1,1
7,0,58,1,59,622,1,1,1
7,0,21,1,64,649,1,1,1
7,0,47,1,81,756,1,1,1
7,0,41,1,62,600,1,1,1
7,1,26,1,70,621,1,1,1
7,1,25,1,52,735,1,1,1
7,1,58,1,69,625,1,1,1
7,0,27,1,57,621,1,1,1
7,1,27,1,45,638,1,1,1
7,0,42,1,57,631,1,1,1
7,1,56,1,66,623,1,1,1
7,1,40,1,56,686,1,1,1
7,1,35,1,59,619,1,1,1
7,1,51,1,58,603,1,1,1
7,0,30,1,57,602,1,1,1
7,1,20,1,55,614,1,1,1
7,1,26,1,59,599,1,1,1
7,1,28,1,63,663,1,1,1
7,1,37,1,62,598,1,1,1
7,0,25,1,54,637,1,1,1
7,0,39,1,56,684,1,1,1
7,1,55,1,42,609,1,1,1
7,0,53,1,78,732,1,1,1
7,0,25,1,62,630,1,1,1
7,1,26,1,59,654,1,1,1
7,0,53,1,54,638,1,1,1
7,0,59,1,63,652,1,1,1
7,0,46,1,48,599,1,1,1
7,1,29,1,69,652,1,1,1
7,1,23,1,61,609,1,1,1
7,1,33,1,81,807,1,1,1
7,0,45,1,64,638,1,1,1
7,1,58,1,63,593,1,1,1
7,1,57,1,62,671,1,1,1
7,1,34,1,57,673,1,1,1
7,1,27,1,63,630,1,1,1
7,1,57,1,66,722,1,1,1
7,1,39,1,61,610,1,1,1
7,1,27,1,70,655,1,1,1
7,0,29,1,60,572,1,1,1
7,1,47,1,70,669,1,1,1
7,1,33,1,65,610,1,1,1
7,0,46,1,62,651,1,1,1
7,1,29,1,83,801,1,1,1
7,1,58,1,54,599,1,1,1
7,1,55,1,158,1221,1,1,1
7,0,43,1,53,589,1,1,1
7,1,50,1,66,748,1,1,1
7,1,49,1,61,721,1,1,1
7,0,56,1,56,585,1,1,1
7,0,50,1,67,639,1,1,1
7,1,22,1,53,504,1,1,1
7,0,45,1,81,703,1,1,1
7,1,28,1,66,615,1,1,1
7,1,47,1,56,641,1,1,1
7,0,56,1,66,581,1,1,1
7,1,39,1,56,681,1,1,1
7,0,43,1,64,594,1,1,1
7,1,23,1,58,665,1,1,1
7,0,52,1,72,564,1,1,1
7,0,41,1,77,581,1,1,1
7,1,55,1,60,606,1,1,1
7,1,31,1,60,579,1,1,1
7,0,28,1,65,617,1,1,1
7,0,58,1,66,731,1,1,1
7,0,41,1,69,645,1,1,1
7,0,45,1,63,603,1,1,1
7,0,29,1,59,542,1,1,1
7,0,31,1,57,568,1,1,1
7,0,28,1,75,578,1,1,1
7,0,42,1,61,624,1,1,1
7,0,47,1,72,685,1,1,1
7,0,48,1,56,599,1,1,1
7,1,58,1,45,596,1,1,1
7,0,36,1,54,629,1,1,1
7,0,40,1,52,608,1,1,1
7,1,55,1,53,586,1,1,1
7,0,24,1,63,507,1,1,1
7,0,40,1,54,672,1,1,1
7,0,22,1,54,558,1,1,1
7,1,36,1,65,742,1,1,1
7,1,35,1,46,591,1,1,1
7,1,54,1,48,582,1,1,1
7,0,51,1,58,616,1,1,1
7,1,38,1,61,635,1,1,1
7,0,22,1,60,625,1,1,1
7,0,32,1,61,688,1,1,1
7,0,36,1,80,589,1,1,1
7,0,24,1,56,550,1,1,1
7,1,21,1,70,709,1,1,1
7,1,33,1,71,528,1,1,1
7,1,26,1,58,583,1,1,1
7,0,37,1,107,1002,1,1,1
7,0,37,1,68,560,1,1,1
7,0,50,1,54,592,1,1,1
7,0,43,1,37,559,1,1,1
7,0,55,1,53,622,1,1,1
7,0,36,1,67,678,1,1,1
7,1,48,1,46,589,1,1,1
7,0,55,1,60,566,1,1,1
7,1,43,1,58,559,1,1,1
7,1,29,1,48,590,1,1,1
7,1,56,1,65,590,1,1,1
7,0,47,1,56,541,1,1,1
7,0,46,1,55,617,1,1,1
7,1,23,1,75,592,1,1,1
7,1,40,1,50,556,1,1,1
7,1,42,1,51,503,1,1,1
7,0,33,1,45,509,1,1,1
7,1,23,1,45,702,1,1,1
7,0,43,1,78,752,1,1,1
7,1,49,1,55,574,1,1,1
7,1,48,1,39,526,1,1,1
7,1,38,1,65,550,1,1,1
7,1,46,1,44,562,1,1,1
7,1,44,1,60,577,1,1,1
7,0,39,1,55,611,1,1,1
7,1,42,1,65,639,1,1,1
7,0,54,1,47,552,1,1,1
7,0,26,1,67,684,1,1,1
7,0,21,1,69,698,1,1,1
7,0,55,1,59,618,1,1,1
7,0,57,1,41,558,1,1,1
7,0,47,1,56,734,1,1,1
7,1,43,1,44,572,1,1,1
7,1,22,1,72,721,1,1,1
7,0,53,1,52,527,1,1,1
7,0,35,1,59,656,1,1,1
7,0,50,1,70,639,1,1,1
7,1,42,1,57,565,1,1,1
7,1,28,1,55,511,1,1,1
7,0,30,1,57,579,1,1,1
7,0,43,1,51,623,1,1,1
7,0,37,1,65,640,1,1,1
7,0,55,1,56,496,1,1,1
7,1,35,1,63,654,1,1,1
7,1,37,1,47,609,1,1,1
7,0,58,1,60,561,1,1,1
7,0,29,1,68,606,1,1,1
10,0,50,0,364,182,0,0,0
10,1,54,0,1181,271,0,0,0
10,1,49,0,360,213,0,0,0
10,0,32,0,28,253,0,0,0
10,1,59,0,159,255,0,0,0
9,0,25,0,649,178,0,0,0
9,1,53,0,2264,1021,0,0,0
9,0,38,0,67,76,0,0,0
9,0,56,0,3833,216,0,0,0
9,1,53,0,76,96,0,0,0
9,0,29,0,495,68,0,0,0
9,1,59,0,2349,377,0,0,0
9,0,54,0,820,521,0,0,0
9,0,50,0,758,254,0,0,0
9,1,25,0,1065,543,0,0,0
9,1,26,0,380,186,0,0,0
9,0,34,0,9971,619,0,0,0
9,0,38,0,117,56,0,0,0
9,1,30,0,14467,1581,0,0,0
9,1,20,0,1869,135,0,0,0
9,0,45,0,504,270,0,0,0
9,1,36,0,360,620,0,0,0
9,1,59,0,2620,826,0,0,0
9,1,41,0,3461,348,0,0,0
9,1,29,0,9966,454,0,0,0
9,1,25,0,2765,261,0,0,0
9,1,38,0,24057,840,0,0,0
9,1,25,0,30909,3032,0,0,0
9,0,32,0,2685,258,0,0,0
9,0,39,0,161,14,0,0,0
9,1,38,0,2656,174,0,0,0
9,0,20,0,16955,2743,0,0,0
9,1,52,0,4067,1995,0,0,0
9,0,31,0,4190,190,0,0,0
9,1,37,0,14246,781,0,0,0
9,1,27,0,594,91,0,0,0
9,1,29,0,360,182,0,0,0
9,0,57,0,707,59,0,0,0
9,0,42,0,444,452,0,0,0
9,1,54,0,15131,1898,0,0,0
9,1,27,0,5936,461,0,0,0
9,1,43,0,540,104,0,0,0
9,1,53,0,889,500,0,0,0
9,1,44,0,3980,268,0,0,0
9,1,58,0,5558,625,0,0,0
9,1,36,0,1656,650,0,0,0
9,1,25,0,3139,487,0,0,0
9,0,55,0,5660,937,0,0,0
9,0,37,0,476,431,0,0,0
9,1,39,0,63,41,0,0,0
9,1,50,0,621,135,0,0,0
9,0,22,0,160,487,0,0,0
9,0,33,0,9410,776,0,0,0
